,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
2349,hiro,always,thought,dogs,entertaining,television,although,adopted,bacon,lettuce,tomato,puppies,never,really,knew,occupied,time,day,away,work,reason,set,monitoring,system,studio,apartment,allowed,record,activities,one,day,video,captured,lettuce,pulling,several,items,shelves,two,dogs,looked,splashed,water,water,bowl,three,dogs,rolled,puddles,entertain,lettuce,tomato,played,hide-and-seek,sofa,cushions,lettuce,pulled,blanket,couch,chewed,lettuce,tomato,tried,hard,get,bacon,play,would,pounce,front,nip,ears,bark,bacon,waited,patiently,two,wear,finally,three,curled,blanket,slept,hours,based,passage,following,statements,correct,bacon,pounced,dogs,tomato,destructive,dog,lettuce,tomato,active,tomato,bacon,usually,played,together,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,glanced,rivka,bit,skepticism,youngest,daughter,appeared,asleep,begin,protesting,loudly,soon,stopped,reading,read,next,page,quickly,started,counting,backwards,loud,could,get,away,good,chance,finally,allowed,fall,asleep,rivka,almost,six-years,old,learned,kept,slumbering,moving,rhythmically,subtly,hand,tapping,knee,wiggling,side-to-side,rocking,soon,started,fidgeting,knew,really,tired,would,eventually,nod,whether,wanted,based,passage,rivka,tries,stay,awake,protesting,loudly,reading,counting,backwards,moving,rhythmically,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,though,sky,bright,clear,overhead,adrian,intently,checking,clouds,northeast,overheard,group,talking,excitedly,great,day,begin,ascent,mountain,guide,adrian,already,determined,climber,level,skill,trial,excursions,last,week,knew,would,need,assistance,yesterday,inspected,everyone,equipment,make,sure,functioning,properly,also,verified,member,packed,everything,checklist,also,made,sure,plenty,food,experience,taught,excellent,meals,key,keeping,spirits,elevated,adrian,sought,protect,team,harm,correctly,judging,changing,weather,conditions,crucial,part,goal,took,one,last,look,clouds,breaking,bad,news,according,passage,following,adrian,primary,goal,today,provide,adequate,nourishment,evaluate,member,climbing,skills,ensure,member,gear,operational,determine,ascent,made,safely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,without,looking,directly,sun,bryce,estimated,number,hours,dark,hiking,desert,better,part,day,water,bottle,almost,empty,starting,feel,foolish,embarking,hike,nothing,directions,another,hiker,brief,reference,outdated,guidebook,left,behind,stopped,lunch,every,rock,formation,looked,exactly,single,one,resembled,unique,eagle-shaped,sandstone,cliff,sought,rounding,bend,trail,bryce,came,upon,ancient,bristlecone,pine,rusty,piece,metal,nailed,one,time,metal,marker,may,indicated,trail,junction,saw,trace,one,feeling,sleepy,sat,beneath,tree,dozed,minutes,upon,awakening,bryce,gazed,across,narrow,valley,directly,ahead,mile,away,winged,shape,eluded,time,based,passage,bryce,searching,fork,trail,lost,guidebook,ancient,pine,tree,specific,rock,formation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353,tanisha,going,trip,lifetime,found,airline,ticket,broker,able,get,great,student,rate,wonders-of-the-world,tour,long,willing,endure,late,night,flights,flexible,itinerary,first,stop,china,would,walk,along,section,great,wall,tour,beijing,would,fly,india,would,behold,breathtakingly,beautiful,complex,gardens,buildings,taj,mahal,ancient,city,petra,jordan,next,jordan,tanisha,would,long,flight,across,atlantic,brazil,would,opportunity,gaze,rio,janeiro,famous,statue,marking,end,tanisha,remarkable,journey,would,trek,inca,ruins,machu,picchu,peru,wait,first,flight,following,best,describes,order,countries,tanisha,visit,china,first,last,brazil,jordan,india,peru,jordan,india,peru,brazil,india,jordan,brazil,peru,peru,india,jordan,brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,always,tell,first-time,visitors,arizona,sonoran,desert,treat,sunsets,unlike,others,garish,displays,brilliant,oranges,reds,purples,fact,almost,everything,desert,unique,diverse,collection,plants,animals,rugged,rock,outcrops,although,landscape,long,attracted,thrill-seekers,artists,outdoor,enthusiasts,still,many,people,believe,desert,barren,inhospitable,place,even,young,child,used,fear,prickly,plants,seemed,everywhere,nevertheless,parents,would,take,daily,walks,soon,learned,admire,stately,saguaro,spindly,ocotillo,spiny,barrel,cactus,stark,beauty,resourcefulness,adult,gladly,tolerate,heat,dust,exchange,amazing,ever-changing,display,colors,diverse,flora,fauna,continue,astonish,every,day,passage,suggests,author,enjoys,taking,risks,raised,arizona,works,tourism,industry,researched,desert,plants,arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,paul,bear,eat,avocados,first,time,tried,avocado,young,child,disliked,fruit,ultra-smooth,texture,seemed,coat,mouth,paul,parents,relate,aversion,kept,preparing,different,ways,hoping,repeated,exposure,fruit,would,eventually,change,opinion,even,paul,ate,restaurants,trouble,avoiding,popular,ingredient,seemed,though,every,type,restaurant,found,endless,ways,incorporate,avocados,entrées,especially,healthy,dishes,paul,favored,time,time,paul,would,give,avocados,another,try,gradually,able,appreciate,delicate,nutty,taste,following,statements,suggested,passage,paul,discovered,health,benefits,avocados,paul,learned,enjoy,texture,avocados,paul,favored,avocados,served,restaurants,paul,acquired,taste,avocados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,yian,favorite,weekend,adventures,include,service,dog,lulu,undertake,wide,range,activities,picnics,woods,shopping,pet-friendly,stores,even,swimming,lulu,loves,riding,cars,saturdays,yian,often,pulls,road,map,chooses,new,back,road,explore,yian,takes,time,excursions,stopping,frequently,never,passing,historical,landmark,recreational,area,lulu,get,exercise,recent,immigrant,united,states,yian,still,perfecting,english,skills,settling,job,bank,manager,lulu,great,help,yian,transition,period,fact,yian,found,meeting,new,neighbors,easier,lulu,along,conversation,starter,following,statements,best,expresses,main,point,passage,yian,lulu,enjoy,company,yian,recently,immigrated,united,states,lulu,specially,trained,service,dog,lulu,helps,yian,meet,people,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,melissa,noticed,something,interesting,brother,dylan,party,even,though,held,large,backyard,clear,evening,many,guests,huddled,small,tent,set,near,house,case,rain,guests,either,gathered,around,television,living,room,hanging,buffet,table,patio,chairs,portable,dance,floor,placed,far,end,lawn,completely,deserted,dylan,enjoying,much,wandering,place,place,trying,get,guests,mingle,melissa,decided,recruit,friends,help,move,dance,floor,chairs,bridging,gap,tent,buffet,table,shooed,guests,living,room,turned,television,long,dance,floor,filled,everyone,seemed,wonderful,time,together,following,conclusions,suggested,passage,separate,gathering,areas,weakened,festivities,guests,party,know,dylan,expected,guests,dancers,melissa,actions,averted,catastrophe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,many,mightier,pen,mine,extolled,virtues,pastoral,scene,writer,could,truly,passionate,regarding,joys,rural,living,delight,lowing,cattle,blends,melodiously,clanging,bells,necks,rapturous,vast,expanses,wildflowers,butterflies,fill,air,crowded,paths,knickknack,shops,metropolis,crave,fresh,air,quiet,peace,much,verdant,vine,craves,sun,leaves,author,likely,wrote,passage,order,malign,city,dwellers,celebrate,country,living,compare,various,lifestyles,describe,specific,location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,extraordinary,tale,walter,henness,begins,event,birth,rather,little,later,life,trials,tribulations,early,childhood,come,gone,indeed,eve,seventeenth,birthday,walter,uncovered,mysteries,heirloom,rested,old,wooden,box,tucked,away,father,closet,heirloom—an,ancient,journal—was,reputed,relic,great,significance,said,basis,generations,health,prosperity,among,members,henness,family,legend,journal,ever,left,family,disaster,would,ensue,walter,inherited,heirloom,changed,life,dramatically—he,went,carefree,adolescent,young,man,assumes,great,responsibility,author,likely,wrote,passage,order,explain,power,heirloom,recount,milestone,walter,life,unravel,mystery,heirloom,describe,events,walter,birthday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2360,brother,mateo,began,working,home,daughter,born,last,year,several,reasons,making,transition,high-rise,office,home,office,main,reason,could,spend,time,family,approached,employer,working,home,mateo,cited,statistics,supported,advantages,telecommuting,according,research,growing,number,employees,regularly,work,home,studies,indicate,telecommuting,increase,overall,productivity,lead,higher,rates,job,satisfaction,mateo,employers,impressed,research,decided,give,opportunity,work,home,one,year,since,starting,remote,work,mateo,productivity,indeed,increased,plus,saves,money,helps,environment,driving,work,day,according,passage,mateo,began,working,home,primarily,feel,satisfied,job,increase,overall,productivity,spend,time,family,part,help,environment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2361,cat,riley,one,many,pets,dislike,trips,veterinarian,nevertheless,learned,tricks,make,visits,less,stressful,first,recommend,finding,veterinarian,makes,pet,feel,relaxed,secure,possible,example,vet,speaks,soothing,tone,handles,riley,gently,throughout,exam,preparation,visit,helps,line,pet,carrier,old,towels,add,comfort,surround,pet,familiar,scents,also,good,idea,leave,carrier,plain,view,home,becomes,natural,part,pet,environment,found,getting,riley,soft-sided,carrier,arrive,vet,office,nearly,impossible,hard-sided,carrier,makes,process,much,easier,taken,apart,lastly,also,help,calm,pet,playing,soothing,music,drive,vet,office,according,passage,author,recommends,using,hard-sided,pet,carrier,taken,apart,comfortable,provides,security,transported,easily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2362,brother,jamal,insists,handwritten,letters,outdated,mode,communication,still,send,letters,anyway,insists,corresponding,via,e-mail,text,faster,efficient,argue,still,like,sit,pen,paper,get,response,brother,via,postal,service,makes,feel,especially,appreciated,despite,preference,technology,sat,composed,handwritten,letter,people,today,connect,using,technology,clear,jamal,send,receive,letters,engaging,meaningful,correspondence,based,passage,following,statements,correct,narrator,intimidated,technology,jamal,uses,jamal,prefers,privacy,electronic,messages,jamal,letters,make,narrator,feel,valued,narrator,thoughtful,jamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2363,long,could,remember,nadia,wanted,automotive,mechanic,nadia,ten,learned,change,oil,replace,air,filter,age,eleven,performing,many,regular,maintenance,tasks,family,car,junior,high,school,nadia,gained,hands-on,experience,helped,older,brother,rebuild,internal,combustion,engine,currently,pursuing,associate,degree,automotive,technology,aced,course,automotive,electrical,systems,looking,forward,studying,suspension,systems,next,quarter,however,particularly,skilled,comes,diagnosing,transmission,problems,plans,make,specialty,nadia,friends,family,support,career,aspirations,happy,work,cars,gain,experience,trade,based,passage,nadia,currently,especially,skilled,repairing,suspension,systems,performing,regular,maintenance,diagnosing,transmission,problems,rebuilding,internal,combustion,engines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,nutmeg,surprisingly,versatile,ingredient,add,sweet,nutty,flavor,desserts,breads,entrées,side,dishes,give,sautéed,spinach,new,twist,adding,little,nutmeg,garlic,prepare,dish,begin,heating,tablespoon,olive,oil,large,skillet,medium,high,heat,next,add,one,clove,minced,garlic,sauté,thirty,seconds,gradually,introduce,one,pound,baby,spinach,skillet,incorporating,leaves,begin,wilt,finally,stir,eighth,teaspoon,freshly,grated,nutmeg,add,pinch,salt,spinach,tender,turn,heat,serve,immediately,based,passage,person,adding,nutmeg,add,salt,sauté,garlic,heat,olive,oil,introduce,spinach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,portobello,mushroom,quesadillas,offer,simple,satisfying,entrée,snack,vegetarians,mushroom,enthusiasts,alike,quesadillas,prepared,following,easy,steps,begin,brushing,four,medium-sized,portobello,mushroom,caps,tablespoon,olive,oil,next,season,mushrooms,salt,pepper,grill,medium-hot,grill,three,minutes,side,tender,remove,mushrooms,grill,cut,thin,slices,lightly,brush,one,side,eight,flour,tortillas,olive,oil,place,four,tortillas,oiled,side,grill,top,mushrooms,half,cup,grated,pepper,jack,cheese,place,remaining,tortillas,oiled,side,top,form,four,sandwiches,grill,quesadillas,minutes,side,serve,green,salad,vegetable,dish,based,passage,person,removing,mushrooms,grill,cut,mushrooms,thin,slices,brush,mushrooms,olive,oil,place,mushrooms,top,tortillas,season,mushrooms,salt,pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,following,excerpt,magic,door,sir,arthur,conan,doyle,reading,made,easy,nowadays,cheap,paper,editions,free,libraries,man,appreciate,full,worth,thing,comes,without,effort,ever,gets,thrill,carlyle,felt,hurried,home,six,volumes,gibbon,history,arm,mind,starving,want,food,devour,rate,one,day,book,really,get,taste,unless,worked,never,true,inward,pride,possession,based,passage,view,narrator,people,read,books,books,chosen,carefully,good,books,food,mind,purchased,books,greater,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,following,excerpt,writings,john,burroughs,volume,pepacton,john,burroughs,man,came,back,place,birth,east,absence,quarter,century,west,said,one,thing,desired,see,old,homestead,spring,least,would,find,unchanged,lost,youth,would,come,back,faces,father,mother,might,look,upon,face,spring,mirrored,oft,fondly,imagined,would,beam,old,well,believe,springless,country,cast,lot,vision,remembrance,fountain,flowed,father,doorway,prodigal,precious,gifts,awakened,keenest,longings,regrets,following,likely,man,motivation,return,spring,old,homestead,satisfy,curiosity,birthplace,put,rest,memories,childhood,compare,reality,memory,visit,symbol,happier,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,following,excerpt,dream,days,kenneth,grahame,long,winter,evenings,picture-books,floor,sprawled,together,elbows,deep,hearth-rug,first,business,gone,process,allotment,characters,pictures,assigned,dealt,among,according,seniority,far,would,satisfactorily,completed,story,allowed,proceed,thereafter,addition,excitement,plot,one,always,possessed,personal,interest,particular,member,cast,whose,successes,rebuffs,one,took,much,private,gain,loss,passage,suggests,child,would,able,choose,character,choose,character,like,act,role,character,assigned,feel,emotions,character,assigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,music,dance,theater,visual,arts,favorite,school,subjects,many,students,classes,also,crucial,students,personal,academic,development,unfortunately,many,public,schools,offer,opportunities,students,engage,deeply,fine,arts,policy,makers,need,made,aware,research,found,correlation,students,participation,fine,arts,classes,better,discipline,attendance,graduation,rates,higher,test,scores,moreover,access,art,classes,high,school,found,markedly,increase,student,likelihood,earning,college,degree,however,true,value,arts,education,quantified,research,studies,statistics,alone,students,chance,participate,fine,arts,classes,may,develop,well-rounded,individuals,succeed,academically,author,passage,likely,trying,persuade,students,take,fine,arts,education,classes,argue,widespread,fine,arts,education,schools,defend,research,fine,arts,education,criticize,quality,fine,arts,education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
